Member_number,Date,itemDescription,,istext
2741,17-02-2015,waffles,,TRUE
3562,30-12-2015,shopping bags,,TRUE
4442,10/6/2015,whole milk,,FALSE
2022,5/2/2015,whole milk,,FALSE
4380,3/11/2015,bottled beer,,FALSE
3687,22-12-2015,coffee,,TRUE
2077,7/5/2015,coffee,,FALSE
3273,15-03-2015,butter,,TRUE
3736,27-11-2015,soda,,TRUE
3190,28-03-2015,yogurt,,TRUE
3295,28-07-2015,rum,,TRUE
3276,30-06-2015,canned beer,,TRUE
4405,6/1/2015,other vegetables,,FALSE
4266,31-07-2015,other vegetables,,TRUE
1372,25-06-2015,butter,,TRUE
1242,13-12-2015,pasta,,TRUE
4820,1/5/2015,chocolate,,FALSE
4702,8/11/2015,other vegetables,,FALSE
3687,16-07-2015,white bread,,TRUE
4115,20-03-2015,tropical fruit,,TRUE
2236,3/2/2015,root vegetables,,FALSE
1026,15-03-2015,dental care,,TRUE
2678,20-03-2015,fruit/vegetable juice,,TRUE
1934,4/8/2015,yogurt,,FALSE
3525,14-02-2015,oil,,TRUE
1354,29-11-2015,pastry,,TRUE
2782,9/4/2015,soda,,FALSE
4456,16-05-2015,other vegetables,,TRUE
4869,3/4/2015,flower (seeds),,FALSE
2454,26-08-2015,soda,,TRUE
4222,20-08-2015,chocolate,,TRUE
1358,11/9/2015,yogurt,,FALSE
3393,15-02-2015,whole milk,,TRUE
1615,3/12/2015,whipped/sour cream,,FALSE
4734,12/7/2015,rolls/buns,,FALSE
4946,4/11/2015,coffee,,FALSE
2419,22-08-2015,pastry,,TRUE
4989,3/6/2015,rolls/buns,,FALSE
2961,27-05-2015,softener,,TRUE
2707,7/3/2015,shopping bags,,FALSE
2010,6/11/2015,specialty bar,,FALSE
1502,16-04-2015,yogurt,,TRUE
2600,29-04-2015,other vegetables,,TRUE
3603,30-01-2015,root vegetables,,TRUE
4352,14-04-2015,soda,,TRUE
1477,16-05-2015,liquor (appetizer),,TRUE
4938,24-11-2015,other vegetables,,TRUE
2745,27-01-2015,butter milk,,TRUE
2738,9/11/2015,whole milk,,FALSE
4170,19-01-2015,yogurt,,TRUE
3776,17-05-2015,butter,,TRUE
1062,18-09-2015,butter,,TRUE
1546,3/1/2015,whipped/sour cream,,FALSE
2020,19-11-2015,pastry,,TRUE
2366,18-01-2015,whole milk,,TRUE
1107,3/1/2015,spread cheese,,FALSE
1407,29-07-2015,coffee,,TRUE
3718,26-02-2015,herbs,,TRUE
4808,26-07-2015,abrasive cleaner,,TRUE
2940,21-05-2015,root vegetables,,TRUE
3048,10/12/2015,pip fruit,,FALSE
3165,15-06-2015,butter milk,,TRUE
4306,28-12-2015,pastry,,TRUE
4302,5/11/2015,coffee,,FALSE
4516,29-03-2015,pip fruit,,TRUE
3582,31-03-2015,newspapers,,TRUE
1534,10/7/2015,bottled water,,FALSE
1844,24-07-2015,chewing gum,,TRUE
1218,5/7/2015,whole milk,,FALSE
4482,30-11-2015,yogurt,,TRUE
2574,11/12/2015,curd,,FALSE
2767,27-01-2015,other vegetables,,TRUE
2794,29-09-2015,margarine,,TRUE
4228,26-03-2015,bottled water,,TRUE
3062,8/6/2015,margarine,,FALSE
2365,21-06-2015,other vegetables,,TRUE
3775,7/7/2015,Instant food products,,FALSE
2232,6/5/2015,other vegetables,,FALSE
4156,3/8/2015,rolls/buns,,FALSE
3643,20-09-2015,sliced cheese,,TRUE
3470,4/10/2015,frozen meals,,FALSE
2602,11/12/2015,root vegetables,,FALSE
4796,10/6/2015,whole milk,,FALSE
3289,9/8/2015,yogurt,,FALSE
4470,31-03-2015,cream cheese ,,TRUE
2502,7/2/2015,berries,,FALSE
2205,7/3/2015,pastry,,FALSE
3201,21-01-2015,specialty chocolate,,TRUE
2882,25-06-2015,citrus fruit,,TRUE
2757,16-12-2015,other vegetables,,TRUE
3679,30-08-2015,other vegetables,,TRUE
2380,12/2/2015,rolls/buns,,FALSE
1825,6/10/2015,domestic eggs,,FALSE
2868,18-07-2015,beef,,TRUE
2709,20-08-2015,other vegetables,,TRUE
4585,16-07-2015,soda,,TRUE
2634,22-04-2015,other vegetables,,TRUE
4832,3/12/2015,ready soups,,FALSE
2032,28-07-2015,meat spreads,,TRUE
2061,27-12-2015,long life bakery product,,TRUE
2210,13-01-2015,rice,,TRUE
2346,5/8/2015,bottled beer,,FALSE
4315,26-04-2015,bottled water,,TRUE
4166,26-07-2015,butter,,TRUE
3907,25-10-2015,newspapers,,TRUE
2706,22-03-2015,detergent,,TRUE
2855,5/8/2015,frozen dessert,,FALSE
2074,10/4/2015,chocolate,,FALSE
2840,27-05-2015,canned beer,,TRUE
2247,31-05-2015,specialty bar,,TRUE
4063,14-07-2015,spices,,TRUE
4780,3/7/2015,beverages,,FALSE
1081,6/3/2015,whole milk,,FALSE
4843,2/3/2015,dessert,,FALSE
3246,27-08-2015,canned beer,,TRUE
4009,14-07-2015,yogurt,,TRUE
3697,3/10/2015,spread cheese,,FALSE
4579,29-10-2015,curd,,TRUE
3803,6/10/2015,newspapers,,FALSE
4108,21-07-2015,whole milk,,TRUE
1664,1/4/2015,curd,,FALSE
4179,6/3/2015,pickled vegetables,,FALSE
4172,18-02-2015,pastry,,TRUE
2851,17-02-2015,chewing gum,,TRUE
3385,22-06-2015,ice cream,,TRUE
1303,8/9/2015,canned fish,,FALSE
4487,22-01-2015,brown bread,,TRUE
2392,23-03-2015,whole milk,,TRUE
4218,3/10/2015,specialty fat,,FALSE
2891,2/7/2015,domestic eggs,,FALSE
4474,10/12/2015,sugar,,FALSE
4437,28-07-2015,butter milk,,TRUE
2648,8/11/2015,fruit/vegetable juice,,FALSE
1081,3/5/2015,bottled beer,,FALSE
3071,21-01-2015,domestic eggs,,TRUE
3409,20-05-2015,frozen vegetables,,TRUE
2768,1/1/2015,salt,,FALSE
3424,16-08-2015,yogurt,,TRUE
4610,19-04-2015,cream cheese ,,TRUE
3090,4/11/2015,berries,,FALSE
4585,1/5/2015,brown bread,,FALSE
4388,20-03-2015,tropical fruit,,TRUE
3751,1/1/2015,whole milk,,FALSE
2650,11/5/2015,coffee,,FALSE
2448,8/6/2015,root vegetables,,FALSE
2652,26-12-2015,soda,,TRUE
1385,19-11-2015,other vegetables,,TRUE
2960,31-08-2015,rolls/buns,,TRUE
2736,2/3/2015,processed cheese,,FALSE
1768,21-04-2015,rolls/buns,,TRUE
2002,20-10-2015,frozen vegetables,,TRUE
3046,18-11-2015,margarine,,TRUE
2284,18-03-2015,waffles,,TRUE
1708,18-09-2015,canned beer,,TRUE
1952,23-11-2015,tropical fruit,,TRUE
3497,8/9/2015,brown bread,,FALSE
1479,14-05-2015,rolls/buns,,TRUE
1237,9/4/2015,white bread,,FALSE
4353,24-08-2015,other vegetables,,TRUE
3528,18-08-2015,soda,,TRUE
2092,4/9/2015,rolls/buns,,FALSE
2514,2/11/2015,cake bar,,FALSE
4790,16-05-2015,dessert,,TRUE
1948,25-08-2015,dessert,,TRUE
3581,16-01-2015,yogurt,,TRUE
4778,26-03-2015,bottled water,,TRUE
2601,26-03-2015,whole milk,,TRUE
4678,31-03-2015,cling film/bags,,TRUE
3642,24-02-2015,rolls/buns,,TRUE
2957,19-09-2015,bottled beer,,TRUE
4585,28-09-2015,whole milk,,TRUE
3637,10/7/2015,salty snack,,FALSE
1353,9/2/2015,salty snack,,FALSE
3257,13-02-2015,dog food,,TRUE
2524,10/9/2015,dishes,,FALSE
2035,23-12-2015,prosecco,,TRUE
3658,26-09-2015,pip fruit,,TRUE
1901,29-11-2015,zwieback,,TRUE
3247,13-01-2015,spread cheese,,TRUE
4308,24-01-2015,detergent,,TRUE
1305,24-05-2015,whole milk,,TRUE
1011,9/12/2015,herbs,,FALSE
2234,29-07-2015,margarine,,TRUE
3744,8/12/2015,whole milk,,FALSE
2903,8/8/2015,soda,,FALSE
3036,12/7/2015,shopping bags,,FALSE
2465,27-12-2015,soda,,TRUE
1233,20-03-2015,soda,,TRUE
1366,29-05-2015,whole milk,,TRUE
3741,6/8/2015,shopping bags,,FALSE
2230,28-05-2015,other vegetables,,TRUE
1206,15-05-2015,soda,,TRUE
3690,24-04-2015,cake bar,,TRUE
3620,18-06-2015,onions,,TRUE
4759,20-02-2015,other vegetables,,TRUE
3543,11/10/2015,curd,,FALSE
2792,29-07-2015,sliced cheese,,TRUE
1929,10/7/2015,butter,,FALSE
2433,23-08-2015,rolls/buns,,TRUE
4941,15-01-2015,pickled vegetables,,TRUE
3547,7/10/2015,whole milk,,FALSE
1290,24-04-2015,margarine,,TRUE
4207,28-08-2015,dessert,,TRUE
2107,1/3/2015,margarine,,FALSE
3050,11/3/2015,soda,,FALSE
3814,21-07-2015,napkins,,TRUE
4875,13-09-2015,grapes,,TRUE
3691,8/8/2015,newspapers,,FALSE
2433,14-03-2015,chocolate,,TRUE
4757,9/1/2015,dishes,,FALSE
1407,29-04-2015,rolls/buns,,TRUE
4718,12/6/2015,curd,,FALSE
1240,14-04-2015,other vegetables,,TRUE
1792,15-08-2015,detergent,,TRUE
4486,9/11/2015,other vegetables,,FALSE
1757,15-06-2015,whipped/sour cream,,TRUE
2186,1/7/2015,other vegetables,,FALSE
3752,15-04-2015,root vegetables,,TRUE
3051,29-11-2015,fruit/vegetable juice,,TRUE
3688,23-10-2015,whole milk,,TRUE
4676,15-01-2015,other vegetables,,TRUE
2142,25-06-2015,curd,,TRUE
4939,29-06-2015,whole milk,,TRUE
1806,6/7/2015,root vegetables,,FALSE
1595,5/10/2015,other vegetables,,FALSE
2086,9/3/2015,pastry,,FALSE
4251,3/10/2015,yogurt,,FALSE
2689,30-04-2015,rolls/buns,,TRUE
2560,26-11-2015,fruit/vegetable juice,,TRUE
2393,17-04-2015,salty snack,,TRUE
1669,19-08-2015,vinegar,,TRUE
3500,21-04-2015,whole milk,,TRUE
1213,3/3/2015,dessert,,FALSE
4598,18-11-2015,whole milk,,TRUE
1404,3/5/2015,bottled water,,FALSE
1758,26-02-2015,yogurt,,TRUE
1265,7/3/2015,curd,,FALSE
1006,14-06-2015,chocolate,,TRUE
2779,17-10-2015,white bread,,TRUE
4457,3/9/2015,pasta,,FALSE
2532,6/7/2015,root vegetables,,FALSE
2811,23-02-2015,long life bakery product,,TRUE
4004,10/5/2015,pastry,,FALSE
1737,9/5/2015,instant coffee,,FALSE
3266,25-10-2015,coffee,,TRUE
4981,10/1/2015,brown bread,,FALSE
1934,6/8/2015,curd,,FALSE
2512,19-01-2015,soda,,TRUE
3400,4/3/2015,hard cheese,,FALSE
4301,1/5/2015,soda,,FALSE
2997,30-12-2015,rubbing alcohol,,TRUE
1098,5/8/2015,hard cheese,,FALSE
2208,30-07-2015,curd,,TRUE
3672,28-05-2015,canned beer,,TRUE
3651,24-01-2015,rolls/buns,,TRUE
3957,15-05-2015,processed cheese,,TRUE
2986,11/1/2015,bottled beer,,FALSE
4433,25-05-2015,waffles,,TRUE
3822,27-05-2015,chocolate marshmallow,,TRUE
4588,30-04-2015,soft cheese,,TRUE
2622,17-07-2015,pip fruit,,TRUE
2117,2/5/2015,whipped/sour cream,,FALSE
1780,12/7/2015,yogurt,,FALSE
3819,12/4/2015,packaged fruit/vegetables,,FALSE
1884,11/12/2015,coffee,,FALSE
2595,23-01-2015,dessert,,TRUE
3046,31-03-2015,bottled water,,TRUE
3228,26-01-2015,whipped/sour cream,,TRUE
2251,23-06-2015,napkins,,TRUE
2368,11/11/2015,bottled water,,FALSE
2573,3/1/2015,hard cheese,,FALSE
4701,30-04-2015,pasta,,TRUE
4384,25-05-2015,cream cheese ,,TRUE
1998,18-05-2015,rolls/buns,,TRUE
4583,23-02-2015,frozen dessert,,TRUE
2043,21-04-2015,bottled water,,TRUE
2201,22-05-2015,hygiene articles,,TRUE
3522,23-09-2015,whipped/sour cream,,TRUE
3922,28-08-2015,napkins,,TRUE
2636,11/9/2015,sliced cheese,,FALSE
1092,27-07-2015,Instant food products,,TRUE
2711,13-09-2015,chewing gum,,TRUE
3899,22-04-2015,margarine,,TRUE
4372,30-07-2015,other vegetables,,TRUE
4576,5/8/2015,whole milk,,FALSE
4953,10/10/2015,napkins,,FALSE
4692,27-10-2015,root vegetables,,TRUE
1170,12/11/2015,soda,,FALSE
2625,8/4/2015,yogurt,,FALSE
2394,30-08-2015,domestic eggs,,TRUE
4277,18-02-2015,rolls/buns,,TRUE
3170,17-01-2015,male cosmetics,,TRUE
2229,25-10-2015,shopping bags,,TRUE
2944,1/2/2015,yogurt,,FALSE
2582,6/3/2015,fruit/vegetable juice,,FALSE
1373,10/5/2015,frozen vegetables,,FALSE
1366,25-10-2015,bottled water,,TRUE
3469,10/5/2015,soda,,FALSE
4012,16-05-2015,frozen potato products,,TRUE
2031,26-02-2015,misc. beverages,,TRUE
2459,16-09-2015,onions,,TRUE
4377,23-02-2015,other vegetables,,TRUE
1534,13-08-2015,hygiene articles,,TRUE
2051,23-07-2015,ice cream,,TRUE
3430,26-01-2015,rolls/buns,,TRUE
1567,13-03-2015,bottled beer,,TRUE
2972,21-05-2015,house keeping products,,TRUE
1287,28-08-2015,ice cream,,TRUE
4776,8/8/2015,yogurt,,FALSE
2271,4/8/2015,whole milk,,FALSE
4657,15-08-2015,snack products,,TRUE
2344,14-04-2015,root vegetables,,TRUE
1482,6/7/2015,soda,,FALSE
1278,9/12/2015,butter,,FALSE
4831,13-11-2015,domestic eggs,,TRUE
1819,11/11/2015,pasta,,FALSE
2687,31-07-2015,fruit/vegetable juice,,TRUE
4468,24-03-2015,curd,,TRUE
4760,2/4/2015,root vegetables,,FALSE
2310,24-03-2015,frozen meals,,TRUE
3924,7/2/2015,bottled water,,FALSE
3517,11/12/2015,shopping bags,,FALSE
3164,30-09-2015,hygiene articles,,TRUE
3245,17-05-2015,coffee,,TRUE
2629,6/12/2015,frozen dessert,,FALSE
1347,15-09-2015,bottled water,,TRUE
1216,25-08-2015,bottled water,,TRUE
4636,10/4/2015,photo/film,,FALSE
1197,22-11-2015,packaged fruit/vegetables,,TRUE
1100,12/3/2015,butter milk,,FALSE
2054,15-12-2015,whole milk,,TRUE
3761,26-09-2015,margarine,,TRUE
4947,14-09-2015,soda,,TRUE
1032,15-06-2015,white bread,,TRUE
3353,14-08-2015,waffles,,TRUE
4466,20-08-2015,frozen vegetables,,TRUE
2081,22-01-2015,butter milk,,TRUE
2162,19-06-2015,curd,,TRUE
3719,17-12-2015,brown bread,,TRUE
3153,28-04-2015,pastry,,TRUE
4462,2/4/2015,newspapers,,FALSE
2420,27-09-2015,frozen potato products,,TRUE
3971,17-06-2015,zwieback,,TRUE
1611,26-02-2015,domestic eggs,,TRUE
1225,26-02-2015,whole milk,,TRUE
1554,21-05-2015,detergent,,TRUE
4624,27-11-2015,candy,,TRUE
3337,10/6/2015,chewing gum,,FALSE
2265,25-09-2015,domestic eggs,,TRUE
4999,24-01-2015,yogurt,,TRUE
4102,3/11/2015,rum,,FALSE
3853,4/7/2015,domestic eggs,,FALSE
2265,13-06-2015,whipped/sour cream,,TRUE
2452,11/8/2015,canned beer,,FALSE
2829,19-12-2015,margarine,,TRUE
3926,20-08-2015,curd,,TRUE
3960,21-10-2015,root vegetables,,TRUE
3980,16-09-2015,pastry,,TRUE
1116,29-01-2015,root vegetables,,TRUE
2663,21-10-2015,whole milk,,TRUE
2164,24-11-2015,pasta,,TRUE
3950,12/5/2015,whole milk,,FALSE
1252,13-04-2015,whole milk,,TRUE
4804,27-12-2015,rolls/buns,,TRUE
4041,7/9/2015,rolls/buns,,FALSE
1894,4/8/2015,citrus fruit,,FALSE
4977,20-08-2015,packaged fruit/vegetables,,TRUE
2171,3/9/2015,long life bakery product,,FALSE
3417,15-12-2015,sauces,,TRUE
1175,10/6/2015,white wine,,FALSE
4946,17-02-2015,yogurt,,TRUE
4662,27-06-2015,brown bread,,TRUE
2869,10/12/2015,whole milk,,FALSE
4053,22-03-2015,whole milk,,TRUE
4574,30-11-2015,rolls/buns,,TRUE
1110,15-11-2015,margarine,,TRUE
4700,4/3/2015,ketchup,,FALSE
2565,29-04-2015,butter milk,,TRUE
2468,13-03-2015,domestic eggs,,TRUE
4836,13-11-2015,other vegetables,,TRUE
3504,22-09-2015,whipped/sour cream,,TRUE
1333,3/4/2015,brown bread,,FALSE
4039,27-12-2015,bottled water,,TRUE
2077,15-05-2015,rolls/buns,,TRUE
3519,13-12-2015,rolls/buns,,TRUE
2989,30-01-2015,soda,,TRUE
3737,5/5/2015,pastry,,FALSE
3558,19-09-2015,other vegetables,,TRUE
3036,13-07-2015,whipped/sour cream,,TRUE
3180,3/7/2015,curd,,FALSE
2978,9/5/2015,UHT-milk,,FALSE
3985,23-10-2015,whipped/sour cream,,TRUE
4903,8/12/2015,salty snack,,FALSE
2835,9/10/2015,yogurt,,FALSE
3783,22-06-2015,soda,,TRUE
1486,14-12-2015,rolls/buns,,TRUE
4589,8/10/2015,beverages,,FALSE
1132,19-02-2015,rolls/buns,,TRUE
4827,27-11-2015,pip fruit,,TRUE
3361,28-06-2015,beverages,,TRUE
4681,11/9/2015,cat food,,FALSE
4197,26-10-2015,yogurt,,TRUE
3701,22-01-2015,specialty chocolate,,TRUE
4195,1/10/2015,cream cheese ,,FALSE
3429,1/4/2015,coffee,,FALSE
2430,20-01-2015,sliced cheese,,TRUE
4330,8/4/2015,sparkling wine,,FALSE
1783,18-03-2015,rolls/buns,,TRUE
4025,4/11/2015,dental care,,FALSE
3399,19-07-2015,rolls/buns,,TRUE
4766,3/1/2015,margarine,,FALSE
3562,13-08-2015,soda,,TRUE
2447,21-01-2015,curd cheese,,TRUE
1396,22-07-2015,canned beer,,TRUE
4633,26-04-2015,rolls/buns,,TRUE
4695,5/1/2015,shopping bags,,FALSE
1706,14-08-2015,cat food,,TRUE
3872,23-11-2015,shopping bags,,TRUE
1444,14-10-2015,hygiene articles,,TRUE
4753,8/11/2015,whole milk,,FALSE
4580,29-11-2015,butter,,TRUE
2516,3/4/2015,yogurt,,FALSE
2415,8/8/2015,curd,,FALSE
3925,25-03-2015,margarine,,TRUE
4996,24-11-2015,decalcifier,,TRUE
4569,27-07-2015,sliced cheese,,TRUE
3509,11/4/2015,coffee,,FALSE
2252,8/10/2015,rolls/buns,,FALSE
1634,9/2/2015,newspapers,,FALSE
4112,27-04-2015,soda,,TRUE
4042,8/8/2015,white wine,,FALSE
4473,26-06-2015,whole milk,,TRUE
3878,30-04-2015,liquor (appetizer),,TRUE
2266,30-09-2015,butter milk,,TRUE
3304,30-11-2015,hygiene articles,,TRUE
3757,4/2/2015,whole milk,,FALSE
3440,21-12-2015,yogurt,,TRUE
4328,4/2/2015,abrasive cleaner,,FALSE
3737,6/12/2015,yogurt,,FALSE
3948,15-06-2015,rum,,TRUE
3682,5/3/2015,canned beer,,FALSE
2827,31-10-2015,whipped/sour cream,,TRUE
2650,5/10/2015,semi-finished bread,,FALSE
1360,16-12-2015,citrus fruit,,TRUE
3679,23-12-2015,domestic eggs,,TRUE
4137,7/3/2015,root vegetables,,FALSE
4235,19-12-2015,condensed milk,,TRUE
3193,31-01-2015,whipped/sour cream,,TRUE
1332,2/12/2015,Instant food products,,FALSE
4821,28-11-2015,cream cheese ,,TRUE
1837,9/7/2015,yogurt,,FALSE
3665,23-09-2015,chocolate,,TRUE
2659,8/5/2015,other vegetables,,FALSE
1322,9/1/2015,bottled beer,,FALSE
1599,29-05-2015,berries,,TRUE
2933,6/4/2015,yogurt,,FALSE
3963,21-02-2015,specialty bar,,TRUE
4178,3/6/2015,coffee,,FALSE
1052,27-10-2015,shopping bags,,TRUE
4693,18-08-2015,domestic eggs,,TRUE
1329,2/2/2015,whipped/sour cream,,FALSE
3128,13-06-2015,yogurt,,TRUE
1175,30-06-2015,berries,,TRUE
2211,31-03-2015,packaged fruit/vegetables,,TRUE
2093,12/6/2015,rolls/buns,,FALSE
4284,14-10-2015,coffee,,TRUE
4449,30-03-2015,UHT-milk,,TRUE
4269,1/4/2015,semi-finished bread,,FALSE
1962,5/4/2015,frozen meals,,FALSE
2250,4/10/2015,margarine,,FALSE
1743,13-11-2015,brown bread,,TRUE
1583,28-07-2015,newspapers,,TRUE
4295,26-10-2015,butter,,TRUE
1183,29-06-2015,brown bread,,TRUE
2729,21-03-2015,butter,,TRUE
4035,3/8/2015,whole milk,,FALSE
1608,6/8/2015,cream cheese ,,FALSE
1793,3/7/2015,organic products,,FALSE
2210,9/7/2015,whole milk,,FALSE
1885,3/7/2015,butter,,FALSE
1078,28-10-2015,rolls/buns,,TRUE
1016,30-09-2015,pip fruit,,TRUE
3077,29-05-2015,bottled water,,TRUE
3551,1/5/2015,beverages,,FALSE
1158,17-10-2015,root vegetables,,TRUE
2443,20-06-2015,curd,,TRUE
1395,15-01-2015,curd,,TRUE
2454,10/11/2015,domestic eggs,,FALSE
3472,30-04-2015,pastry,,TRUE
3547,28-11-2015,jam,,TRUE
1038,21-02-2015,whole milk,,TRUE
3915,11/9/2015,onions,,FALSE
2719,19-04-2015,coffee,,TRUE
2234,23-12-2015,whole milk,,TRUE
1565,14-12-2015,frozen vegetables,,TRUE
1328,24-03-2015,whole milk,,TRUE
3398,18-01-2015,frozen fish,,TRUE
3687,12/2/2015,beverages,,FALSE
2448,8/6/2015,root vegetables,,FALSE
2652,26-12-2015,margarine,,TRUE
1385,19-11-2015,chocolate,,TRUE
2960,31-08-2015,whole milk,,TRUE
2736,2/3/2015,pip fruit,,FALSE
1768,21-04-2015,herbs,,TRUE
2002,20-10-2015,root vegetables,,TRUE
3046,18-11-2015,instant coffee,,TRUE
2284,18-03-2015,napkins,,TRUE
1708,18-09-2015,berries,,TRUE
1952,23-11-2015,soda,,TRUE
3497,8/9/2015,rolls/buns,,FALSE
1479,14-05-2015,brown bread,,TRUE
1237,9/4/2015,tropical fruit,,FALSE
4353,24-08-2015,cream cheese ,,TRUE
3528,18-08-2015,sliced cheese,,TRUE
2092,4/9/2015,beverages,,FALSE
2514,2/11/2015,rolls/buns,,FALSE
4790,16-05-2015,rolls/buns,,TRUE
1948,25-08-2015,soda,,TRUE
3581,16-01-2015,rolls/buns,,TRUE
4778,26-03-2015,frozen vegetables,,TRUE
2601,26-03-2015,pastry,,TRUE
4678,31-03-2015,soda,,TRUE
3642,24-02-2015,other vegetables,,TRUE
2957,19-09-2015,artif. sweetener,,TRUE
4585,28-09-2015,yogurt,,TRUE
3637,10/7/2015,dessert,,FALSE
1353,9/2/2015,flour,,FALSE
3257,13-02-2015,bottled water,,TRUE
2524,10/9/2015,bottled beer,,FALSE
2035,23-12-2015,ice cream,,TRUE
3658,26-09-2015,yogurt,,TRUE
1901,29-11-2015,brown bread,,TRUE
3247,13-01-2015,misc. beverages,,TRUE
4308,24-01-2015,yogurt,,TRUE
1305,24-05-2015,yogurt,,TRUE
1011,9/12/2015,other vegetables,,FALSE
2234,29-07-2015,pickled vegetables,,TRUE
3744,8/12/2015,canned vegetables,,FALSE
2903,8/8/2015,butter,,FALSE
3036,12/7/2015,beverages,,FALSE
2465,27-12-2015,whole milk,,TRUE
1233,20-03-2015,salty snack,,TRUE
1366,29-05-2015,candles,,TRUE
3741,6/8/2015,chewing gum,,FALSE
2230,28-05-2015,hard cheese,,TRUE
1206,15-05-2015,other vegetables,,TRUE
3690,24-04-2015,other vegetables,,TRUE
3620,18-06-2015,flour,,TRUE
4759,20-02-2015,domestic eggs,,TRUE
3543,11/10/2015,white bread,,FALSE
2792,29-07-2015,domestic eggs,,TRUE
1929,10/7/2015,yogurt,,FALSE
2433,23-08-2015,softener,,TRUE
4941,15-01-2015,salty snack,,TRUE
3547,7/10/2015,chocolate,,FALSE
1290,24-04-2015,yogurt,,TRUE
4207,28-08-2015,specialty chocolate,,TRUE
2107,1/3/2015,sugar,,FALSE
3050,11/3/2015,dessert,,FALSE
3814,21-07-2015,white wine,,TRUE
4875,13-09-2015,other vegetables,,TRUE
3691,8/8/2015,tropical fruit,,FALSE
2433,14-03-2015,processed cheese,,TRUE
4757,9/1/2015,yogurt,,FALSE
1407,29-04-2015,detergent,,TRUE
4718,12/6/2015,flower soil/fertilizer,,FALSE
1240,14-04-2015,oil,,TRUE
1792,15-08-2015,frozen vegetables,,TRUE
4486,9/11/2015,yogurt,,FALSE
1757,15-06-2015,curd,,TRUE
2186,1/7/2015,domestic eggs,,FALSE
3752,15-04-2015,root vegetables,,TRUE
3051,29-11-2015,rolls/buns,,TRUE
3688,23-10-2015,yogurt,,TRUE
4676,15-01-2015,hygiene articles,,TRUE
2142,25-06-2015,root vegetables,,TRUE
4939,29-06-2015,canned beer,,TRUE
1806,6/7/2015,butter,,FALSE
1595,5/10/2015,white bread,,FALSE
2086,9/3/2015,misc. beverages,,FALSE
4251,3/10/2015,yogurt,,FALSE
2689,30-04-2015,root vegetables,,TRUE
2560,26-11-2015,root vegetables,,TRUE
2393,17-04-2015,root vegetables,,TRUE
1669,19-08-2015,other vegetables,,TRUE
3500,21-04-2015,bottled water,,TRUE
1213,3/3/2015,margarine,,FALSE
4598,18-11-2015,dish cleaner,,TRUE
1404,3/5/2015,waffles,,FALSE
1758,26-02-2015,pasta,,TRUE
1265,7/3/2015,specialty chocolate,,FALSE
1006,14-06-2015,bottled beer,,TRUE
2779,17-10-2015,shopping bags,,TRUE
4457,3/9/2015,margarine,,FALSE
2532,6/7/2015,yogurt,,FALSE
2811,23-02-2015,whole milk,,TRUE
4004,10/5/2015,pasta,,FALSE
1737,9/5/2015,yogurt,,FALSE
3266,25-10-2015,chewing gum,,TRUE
4981,10/1/2015,margarine,,FALSE
1934,6/8/2015,other vegetables,,FALSE
2512,19-01-2015,root vegetables,,TRUE
3400,4/3/2015,brown bread,,FALSE
4301,1/5/2015,soft cheese,,FALSE
2997,30-12-2015,domestic eggs,,TRUE
1098,5/8/2015,whole milk,,FALSE
2208,30-07-2015,cake bar,,TRUE
3672,28-05-2015,zwieback,,TRUE
3651,24-01-2015,grapes,,TRUE
3957,15-05-2015,curd,,TRUE
2986,11/1/2015,butter,,FALSE
4433,25-05-2015,curd,,TRUE
3822,27-05-2015,specialty bar,,TRUE
4588,30-04-2015,hard cheese,,TRUE
2622,17-07-2015,grapes,,TRUE
2117,2/5/2015,specialty cheese,,FALSE
1780,12/7/2015,other vegetables,,FALSE
3819,12/4/2015,sliced cheese,,FALSE
1884,11/12/2015,long life bakery product,,FALSE
2595,23-01-2015,curd,,TRUE
3046,31-03-2015,pastry,,TRUE
3228,26-01-2015,other vegetables,,TRUE
2251,23-06-2015,condensed milk,,TRUE
2368,11/11/2015,bottled water,,FALSE
2573,3/1/2015,yogurt,,FALSE
4701,30-04-2015,whole milk,,TRUE
4384,25-05-2015,specialty chocolate,,TRUE
1998,18-05-2015,pip fruit,,TRUE
4583,23-02-2015,dessert,,TRUE
2043,21-04-2015,UHT-milk,,TRUE
2201,22-05-2015,chocolate,,TRUE
3522,23-09-2015,coffee,,TRUE
3922,28-08-2015,margarine,,TRUE
2636,11/9/2015,onions,,FALSE
1092,27-07-2015,domestic eggs,,TRUE
2711,13-09-2015,cream cheese ,,TRUE
3899,22-04-2015,white bread,,TRUE
4372,30-07-2015,pip fruit,,TRUE
4576,5/8/2015,cream cheese ,,FALSE
4953,10/10/2015,frozen meals,,FALSE
4692,27-10-2015,rolls/buns,,TRUE
1170,12/11/2015,bottled water,,FALSE
2625,8/4/2015,frozen meals,,FALSE
2394,30-08-2015,yogurt,,TRUE
4277,18-02-2015,shopping bags,,TRUE
3170,17-01-2015,grapes,,TRUE
2229,25-10-2015,soda,,TRUE
2944,1/2/2015,cream cheese ,,FALSE
2582,6/3/2015,fruit/vegetable juice,,FALSE
1373,10/5/2015,curd,,FALSE
1366,25-10-2015,soda,,TRUE
3469,10/5/2015,white wine,,FALSE
4012,16-05-2015,processed cheese,,TRUE
